Subject,Relation,Object
凯迪拉克ATS-L,HAS_UNIT,轴承
吉利GX7,HAS_UNIT,电池
吉利GX7,HAS_UNIT,电机
发现神行（进口）,HAS_UNIT,空调
北京（BJ）20,HAS_UNIT,空调
蔚领,HAS_UNIT,空调
海马S5,HAS_UNIT,空调
解放J6P,HAS_UNIT,变速箱
马自达3,HAS_UNIT,空调
奥迪A4,HAS_UNIT,转向机
朗行,HAS_UNIT,轴承
幻速S3L,HAS_UNIT,助力泵
五菱之光,HAS_UNIT,电机
五菱之光,HAS_UNIT,空调
风神A30,HAS_UNIT,发动机
极睿,HAS_UNIT,电机
绅宝X35,HAS_UNIT,电机
荣威Ei5,HAS_UNIT,发动机
致悦,HAS_UNIT,发动机
力帆620,HAS_UNIT,空调
骐达,HAS_UNIT,电机
标致301,HAS_UNIT,电机
阳光,HAS_UNIT,空调
捷豹XF,HAS_UNIT,传感器
森雅R7,HAS_UNIT,空调
比亚迪G3,HAS_UNIT,发动机
标致301,HAS_UNIT,转向机
北斗星,HAS_UNIT,冷却系统
劲炫ASX,HAS_UNIT,差速器
雷克萨斯IS,HAS_UNIT,发动机
海狮X30L,HAS_UNIT,电机
海狮X30L,HAS_UNIT,发动机
骁途,HAS_UNIT,变速箱
福美来F5,HAS_UNIT,变速箱
福美来F5,HAS_UNIT,发动机
日产NV200,HAS_UNIT,变速箱
途睿欧,HAS_UNIT,发动机
幻速H3F,HAS_UNIT,变速箱
瑞虎3,HAS_UNIT,空调
Espace,HAS_UNIT,发动机
普拉多,HAS_UNIT,电机
宝马2系旅行车,HAS_UNIT,发动机
东南DX7,HAS_UNIT,空调
奥迪Q5,HAS_UNIT,转向机
沃尔沃XC60（进口）,HAS_UNIT,分离器
沃尔沃XC60（进口）,HAS_UNIT,空调
欧曼,HAS_UNIT,发动机
中华V5,HAS_UNIT,空调
猎豹CS9,HAS_UNIT,转向机
标致408,HAS_UNIT,冷却系统
速派,HAS_UNIT,轴承
驭胜S330,HAS_UNIT,空调
科雷嘉,HAS_UNIT,传感器
思锐,HAS_UNIT,发动机
思锐,HAS_UNIT,传感器
中华V5,HAS_UNIT,发动机
锐行,HAS_UNIT,变速箱
凯绅,HAS_UNIT,变速箱
起亚KX7,HAS_UNIT,变速箱
奔腾B70,HAS_UNIT,电机
启辰T70X,HAS_UNIT,空调
名爵3SW,HAS_UNIT,传感器
东南DX3,HAS_UNIT,传感器
Veloster飞思,HAS_UNIT,发动机
智跑,HAS_UNIT,空调
海马S5,HAS_UNIT,转向机
ENCINO 昂希诺,HAS_UNIT,变速箱
中华H3,HAS_UNIT,变速箱
悦翔V3,HAS_UNIT,传感器
威赛帝,HAS_UNIT,传感器
逸动DT,HAS_UNIT,轴承
日产NV200,HAS_UNIT,发动机
福睿斯,HAS_UNIT,冷却系统
福美来M5,HAS_UNIT,空调
奔腾B90,HAS_UNIT,变速箱
奔腾B90,HAS_UNIT,发动机
电流,FEATURE_FAILURE,高温
传祺GM8,HAS_UNIT,空调
宝骏560,HAS_UNIT,空调
众泰Z700,HAS_UNIT,发动机
众泰Z700,HAS_UNIT,轴承
众泰Z700,HAS_UNIT,转向机
长城C20R,HAS_UNIT,变速箱
长城C20R,HAS_UNIT,差速器
瑞虎3,HAS_UNIT,电机
奥迪S3,HAS_UNIT,发动机
风行S500,HAS_UNIT,变速箱
途观,HAS_UNIT,分离器
凯越,HAS_UNIT,转向机
众泰T700,HAS_UNIT,电池
昂科拉,HAS_UNIT,电池
海马M6,HAS_UNIT,电机
瑞风S2,HAS_UNIT,轴承
昌河Q35,HAS_UNIT,助力泵
竞瑞,HAS_UNIT,变速箱
宝沃BX7,HAS_UNIT,变速箱
陆风X2,HAS_UNIT,变速箱
途胜,HAS_UNIT,助力泵
景逸,HAS_UNIT,传感器
风度MX6,HAS_UNIT,变速箱
雷克萨斯LX,HAS_UNIT,发动机
爱唯欧,HAS_UNIT,燃油泵
爱唯欧,HAS_UNIT,传感器
比亚迪F6,HAS_UNIT,变速箱
长安之星2,HAS_UNIT,发动机
瑞虎7,HAS_UNIT,空调
众泰E200,HAS_UNIT,发动机
捷豹F-PACE,HAS_UNIT,发动机
海马S5青春版,HAS_UNIT,发动机
众泰Z360,HAS_UNIT,发动机
标致307,HAS_UNIT,冷却系统
标致307,HAS_UNIT,水泵
众泰SR7,HAS_UNIT,变速箱
Veloster飞思,HAS_UNIT,变速箱
捷达,HAS_UNIT,冷却系统
捷达,HAS_UNIT,水泵
高尔夫（进口）,HAS_UNIT,发动机
高尔夫（进口）,HAS_UNIT,轴承
现代ix25,HAS_UNIT,传感器
电流,FEATURE_FAILURE,漏油
众泰SR7,HAS_UNIT,发动机
风光360,HAS_UNIT,轴承
比速T3,HAS_UNIT,变速箱
比速T3,HAS_UNIT,发动机
宝马2系旅行车,HAS_UNIT,空调
长安CX20,HAS_UNIT,发动机
众泰Z700,HAS_UNIT,电池
高尔夫,HAS_UNIT,冷却系统
海马S5,HAS_UNIT,轴承
奥迪A4,HAS_UNIT,变速箱
标致3008,HAS_UNIT,冷却系统
威旺M20,HAS_UNIT,变速箱
奔奔MINI,HAS_UNIT,变速箱
启悦,HAS_UNIT,轴承
锋驭,HAS_UNIT,发动机
长安CS75,HAS_UNIT,转换器
转换器,UNIT_FAILURE,抖动
利亚纳,HAS_UNIT,发动机
福克斯,HAS_UNIT,电池
宝马X1,HAS_UNIT,助力泵
派力奥,HAS_UNIT,变速箱
致悦,HAS_UNIT,变速箱
哈弗M6,HAS_UNIT,冷却系统
睿骋CC,HAS_UNIT,转向机
特拉卡,HAS_UNIT,发动机
锋范,HAS_UNIT,电机
瑞虎5,HAS_UNIT,轴承
高尔夫·嘉旅,HAS_UNIT,轴承
高尔夫·嘉旅,HAS_UNIT,差速器
斯巴鲁XV,HAS_UNIT,发动机
塞纳,HAS_UNIT,变速箱
揽胜,HAS_UNIT,电机
同悦,HAS_UNIT,发动机
风神A60,HAS_UNIT,转向机
奔腾X40,HAS_UNIT,轴承
传祺GA6,HAS_UNIT,轴承
普拉多（进口）,HAS_UNIT,发动机
俊风,HAS_UNIT,发动机
荣威RX3,HAS_UNIT,电机
本田CR-V,HAS_UNIT,差速器
标致206,HAS_UNIT,变速箱
福美来M5,HAS_UNIT,发动机
福美来M5,HAS_UNIT,传感器
迈锐宝,HAS_UNIT,电池
荣威i6,HAS_UNIT,电机
奥迪Q5,HAS_UNIT,助力泵
众泰Z700,HAS_UNIT,电机
奔驰GLK,HAS_UNIT,分离器
景逸,HAS_UNIT,转向机
瑞风S3,HAS_UNIT,助力泵
幻速H2,HAS_UNIT,发动机
金牛座,HAS_UNIT,电池
马自达3,HAS_UNIT,转向机
雪铁龙C2,HAS_UNIT,变速箱
启辰D50,HAS_UNIT,变速箱
本田XR-V,HAS_UNIT,转向机
本田XR-V,HAS_UNIT,助力泵
绅宝X55,HAS_UNIT,转向机
威旺M30,HAS_UNIT,燃油泵
威旺M30,HAS_UNIT,传感器
众泰T700,HAS_UNIT,电机
金牛座,HAS_UNIT,空调
幻速H3,HAS_UNIT,轴承
雪铁龙C3,HAS_UNIT,变速箱
雪铁龙C3,HAS_UNIT,发动机
奔驰GLA,HAS_UNIT,电机
纳5,HAS_UNIT,变速箱
纳5,HAS_UNIT,发动机
宝骏310W,HAS_UNIT,轴承
奔腾X40,HAS_UNIT,电机
致悦,HAS_UNIT,电机
奥迪Q5,HAS_UNIT,电机
远景S1,HAS_UNIT,电机
悦翔V7,HAS_UNIT,变速箱
风行S500,HAS_UNIT,发动机
风神AX3,HAS_UNIT,变速箱
凯越,HAS_UNIT,转换器
Ghibli,HAS_UNIT,变速箱
萨瓦纳,HAS_UNIT,发动机
骐达,HAS_UNIT,轴承
中华V3,HAS_UNIT,转向机
上汽大通T60,HAS_UNIT,发动机
LANNIA 蓝鸟,HAS_UNIT,空调
锐3,HAS_UNIT,发动机
高尔夫·嘉旅,HAS_UNIT,传感器
悦翔V7,HAS_UNIT,电池
奔驰GLK,HAS_UNIT,传感器
科鲁兹,HAS_UNIT,转换器
荣威RX5新能源,HAS_UNIT,传感器
比亚迪F3,HAS_UNIT,转向机
菲翔,HAS_UNIT,电机
劲炫ASX,HAS_UNIT,空调
博瑞,HAS_UNIT,轴承
众泰T300,HAS_UNIT,轴承
比亚迪F6,HAS_UNIT,电池
比亚迪F6,HAS_UNIT,发动机
比亚迪F6,HAS_UNIT,传感器
桑塔纳,HAS_UNIT,冷却系统
吉利GX7,HAS_UNIT,发动机
Polo,HAS_UNIT,电池
绅宝D50,HAS_UNIT,控制器
风景G7,HAS_UNIT,变速箱
风景G7,HAS_UNIT,发动机
大迈X7,HAS_UNIT,变速箱
大迈X7,HAS_UNIT,发动机
凌轩,HAS_UNIT,空调
中华尊驰,HAS_UNIT,传感器
YARiS L 致享,HAS_UNIT,转向机
V5菱致,HAS_UNIT,轴承
朗动,HAS_UNIT,助力泵
瑞风S2,HAS_UNIT,转向机
风行S500,HAS_UNIT,控制器
标致308,HAS_UNIT,差速器
Yeti,HAS_UNIT,变速箱
锐3,HAS_UNIT,变速箱
传祺GA6,HAS_UNIT,水泵
欧尚A600,HAS_UNIT,变速箱
E系列,HAS_UNIT,电池
转换器,UNIT_FAILURE,降低
转换器,UNIT_FAILURE,熄火
奥迪S5,HAS_UNIT,变速箱
奥迪S5,HAS_UNIT,发动机
众泰SR7,HAS_UNIT,电机
奥迪A7,HAS_UNIT,变速箱
绅宝X65,HAS_UNIT,发动机
元,HAS_UNIT,空调
宝典,HAS_UNIT,轴承
名图,HAS_UNIT,电机
威旺M20,HAS_UNIT,电机
传祺GA5,HAS_UNIT,发动机
锐行,HAS_UNIT,电机
锐行,HAS_UNIT,轴承
标致2008,HAS_UNIT,轴承
风光580,HAS_UNIT,差速器
帝豪,HAS_UNIT,控制器
风神AX5,HAS_UNIT,轴承
奥迪A4（进口）,HAS_UNIT,转向机
中华H3,HAS_UNIT,空调
众泰Z500,HAS_UNIT,轴承
致胜,HAS_UNIT,变速箱
致胜,HAS_UNIT,传感器
奔驰GLK,HAS_UNIT,电机
威驰,HAS_UNIT,轴承
长安CS35,HAS_UNIT,电池
时代康瑞,HAS_UNIT,发动机
爱唯欧,HAS_UNIT,变速箱
金牛星,HAS_UNIT,发动机
瑞虎3,HAS_UNIT,助力泵
WEY VV5,HAS_UNIT,空调
欧诺,HAS_UNIT,转向机
威旺307,HAS_UNIT,变速箱
雪铁龙C3-XR,HAS_UNIT,差速器
指南者（进口）,HAS_UNIT,变速箱
绅宝X55,HAS_UNIT,变速箱
骁途,HAS_UNIT,空调
风行S500,HAS_UNIT,传感器
锐界（进口）,HAS_UNIT,发动机
瑞风,HAS_UNIT,变速箱
标致3008,HAS_UNIT,变速箱
骏派A70,HAS_UNIT,变速箱
骏派A70,HAS_UNIT,发动机
锐腾,HAS_UNIT,电池
风神A30,HAS_UNIT,转向机
E系列,HAS_UNIT,空调
长城C30,HAS_UNIT,电池
嘉年华（进口）,HAS_UNIT,空调
风度MX6,HAS_UNIT,发动机
U5 SUV,HAS_UNIT,变速箱
U5 SUV,HAS_UNIT,发动机
迈锐宝,HAS_UNIT,轴承
知豆D1,HAS_UNIT,控制器
幻速H2,HAS_UNIT,空调
马自达3,HAS_UNIT,电机
福美来F7,HAS_UNIT,变速箱
福美来F7,HAS_UNIT,发动机
迈锐宝XL,HAS_UNIT,控制器
克莱斯勒300C,HAS_UNIT,变速箱
克莱斯勒300C,HAS_UNIT,发动机
奔驰S级,HAS_UNIT,变速箱
巴博斯BRABUS,HAS_UNIT,变速箱
昂科拉,HAS_UNIT,电机
凯翼C3,HAS_UNIT,变速箱
变速箱,UNIT_FAILURE,动力受限
宋,HAS_UNIT,动力电池
欧诺,HAS_UNIT,空调
众泰Z560,HAS_UNIT,变速箱
大7 MPV,HAS_UNIT,变速箱
大7 MPV,HAS_UNIT,发动机
大7 MPV,HAS_UNIT,空调
荣威950,HAS_UNIT,发动机
指南者（进口）,HAS_UNIT,发动机
开瑞K60,HAS_UNIT,传感器
风神S30,HAS_UNIT,空调
威达,HAS_UNIT,发动机
宝骏310,HAS_UNIT,助力泵
夏朗,HAS_UNIT,发动机
威志V2,HAS_UNIT,发动机
风光330,HAS_UNIT,助力泵
宝典,HAS_UNIT,传感器
奥迪TT,HAS_UNIT,变速箱
燃油泵,COMPOSED_OF,转换器
奥迪TT,HAS_UNIT,发动机
吉利SC6,HAS_UNIT,变速箱
荣威RX5,HAS_UNIT,电池
五菱征程,HAS_UNIT,发动机
大迈X5,HAS_UNIT,空调
夏利N7,HAS_UNIT,发动机
撼路者,HAS_UNIT,轴承
夏利N7,HAS_UNIT,变速箱
自由侠,HAS_UNIT,差速器
标致307,HAS_UNIT,空调
昊锐,HAS_UNIT,冷却系统
昊锐,HAS_UNIT,水泵
标致3008 （进口）,HAS_UNIT,发动机
标致3008 （进口）,HAS_UNIT,传感器
力帆620,HAS_UNIT,发动机
奥迪Q5（进口）,HAS_UNIT,变速箱
传祺GA5,HAS_UNIT,空调
瑞风,HAS_UNIT,轴承
福美来M5,HAS_UNIT,电机
竞瑞,HAS_UNIT,转向机
风光370,HAS_UNIT,电机
瑞鹰,HAS_UNIT,变速箱
E系列,HAS_UNIT,变速箱
YARiS L 致炫,HAS_UNIT,空调
哈弗H1,HAS_UNIT,空调
悦翔V3,HAS_UNIT,助力泵
比速T5,HAS_UNIT,变速箱
标致3008,HAS_UNIT,空调
悦翔,HAS_UNIT,空调
飞度,HAS_UNIT,助力泵
卡罗拉,HAS_UNIT,动力电池
世嘉,HAS_UNIT,差速器
翼虎,HAS_UNIT,电机
科雷嘉,HAS_UNIT,空调
传祺GS4,HAS_UNIT,分离器
长城M4,HAS_UNIT,变速箱
捷豹XF,HAS_UNIT,电机
V5菱致,HAS_UNIT,传感器
锐腾,HAS_UNIT,空调
新圣达菲,HAS_UNIT,空调
众泰Z500,HAS_UNIT,传感器
哈弗H7,HAS_UNIT,空调
大迈X5,HAS_UNIT,电机
转向机,UNIT_FAILURE,降低
瑞纳,HAS_UNIT,燃油泵
柯迪亚克,HAS_UNIT,空调
悦纳RV,HAS_UNIT,变速箱
威旺306,HAS_UNIT,差速器
Gallardo,HAS_UNIT,电机
Gallardo,HAS_UNIT,发动机
起亚K3S,HAS_UNIT,发动机
幻速S5,HAS_UNIT,电机
幻速S5,HAS_UNIT,空调
标致3008,HAS_UNIT,转向机
萨瓦纳,HAS_UNIT,传感器
领驭,HAS_UNIT,空调
雅绅特,HAS_UNIT,电机
风行S500,HAS_UNIT,空调
Fortuner,HAS_UNIT,发动机
风光330,HAS_UNIT,空调
幻速S6,HAS_UNIT,电池
幻速S6,HAS_UNIT,电机
悦翔V3,HAS_UNIT,电池
锋驭,HAS_UNIT,差速器
众泰Z300,HAS_UNIT,转向机
知豆D1,HAS_UNIT,电池
众泰SR9,HAS_UNIT,轴承
天语SX4,HAS_UNIT,转向机
奔驰M级,HAS_UNIT,发动机
威朗,HAS_UNIT,助力泵
昕锐,HAS_UNIT,电机
威旺M30,HAS_UNIT,变速箱
优6 SUV,HAS_UNIT,发动机
传祺GA3S视界,HAS_UNIT,空调
森雅S80,HAS_UNIT,发动机
海马骑士,HAS_UNIT,发动机
沃尔沃XC90,HAS_UNIT,电机
沃尔沃XC90,HAS_UNIT,差速器
海马S7,HAS_UNIT,电机
爱丽舍,HAS_UNIT,转向机
爱丽舍,HAS_UNIT,助力泵
英伦C5,HAS_UNIT,发动机
启辰R50X,HAS_UNIT,发动机
海马S5,HAS_UNIT,燃油泵
天语SX4,HAS_UNIT,电机
小康C31,HAS_UNIT,发动机
海马S7,HAS_UNIT,轴承
欧马可,HAS_UNIT,分离器
起亚KX3,HAS_UNIT,转向机
风骏6,HAS_UNIT,发动机
风骏6,HAS_UNIT,冷却系统
锐腾,HAS_UNIT,分离器
长城C20R,HAS_UNIT,发动机
长城C20R,HAS_UNIT,传感器
风神L60,HAS_UNIT,发动机
哈弗H6,HAS_UNIT,控制器
瑞风M3,HAS_UNIT,空调
奔驰R级,HAS_UNIT,轴承
奔驰R级,HAS_UNIT,助力泵
蓝瑟,HAS_UNIT,水泵
捷豹F-PACE,HAS_UNIT,变速箱
陆风X5,HAS_UNIT,变速箱
得利卡,HAS_UNIT,发动机
长安之星,HAS_UNIT,冷却系统
长安之星,HAS_UNIT,控制器
控制器,COMPOSED_OF,冷却系统
起亚K2,HAS_UNIT,轴承
宝骏560,HAS_UNIT,助力泵
圣达菲经典,HAS_UNIT,变速箱
佳宝V80,HAS_UNIT,发动机
奔腾X80,HAS_UNIT,转向机
逸致,HAS_UNIT,变速箱
宝骏560,HAS_UNIT,冷却系统
风光580,HAS_UNIT,冷却系统
风景V3,HAS_UNIT,燃油泵
风景V3,HAS_UNIT,发动机
风景V3,HAS_UNIT,空调
风景V3,HAS_UNIT,轴承
瑞虎3,HAS_UNIT,冷却系统
皇冠,HAS_UNIT,轴承
铂锐,HAS_UNIT,变速箱
凯旋,HAS_UNIT,电池
和悦A30,HAS_UNIT,发动机
凯旋,HAS_UNIT,传感器
奔腾X80,HAS_UNIT,轴承
卡罗拉,HAS_UNIT,逆变器
电池,COMPOSED_OF,逆变器
起亚K4,HAS_UNIT,空调
晶锐,HAS_UNIT,冷却系统
晶锐,HAS_UNIT,水泵
爱丽舍,HAS_UNIT,轴承
威旺S50,HAS_UNIT,电机
瑞风S5,HAS_UNIT,传感器
陆风X8,HAS_UNIT,变速箱
陆风X8,HAS_UNIT,发动机
陆风X8,HAS_UNIT,差速器
欧尚A600,HAS_UNIT,冷却系统
比速M3,HAS_UNIT,发动机
V3菱悦,HAS_UNIT,助力泵
海马S5,HAS_UNIT,电机
海马S5,HAS_UNIT,水泵
宝骏630,HAS_UNIT,电池
宝骏630,HAS_UNIT,电机
瑞纳,HAS_UNIT,助力泵
中华V3,HAS_UNIT,空调
明锐,HAS_UNIT,燃油泵
奔腾B50,HAS_UNIT,水泵
宝骏730,HAS_UNIT,冷却系统
瑞鹰,HAS_UNIT,燃油泵
远景SUV,HAS_UNIT,冷却系统
昌河M50,HAS_UNIT,转向机
驭胜S330,HAS_UNIT,冷却系统
昌河M50,HAS_UNIT,发动机
锐铃,HAS_UNIT,发动机
迈威,HAS_UNIT,变速箱
迈威,HAS_UNIT,轴承
志俊,HAS_UNIT,电池
领翔,HAS_UNIT,传感器
奥迪A3（进口）,HAS_UNIT,燃油泵
奥迪A3（进口）,HAS_UNIT,控制器
幻速S6,HAS_UNIT,轴承
海马M8,HAS_UNIT,发动机
大迈X5,HAS_UNIT,电池
Mustang,HAS_UNIT,发动机
冠道,HAS_UNIT,轴承
启辰T70X,HAS_UNIT,发动机
霸道,HAS_UNIT,发动机
蓝瑟,HAS_UNIT,发动机
宝马X6,HAS_UNIT,传感器
萨普,HAS_UNIT,轴承
标致4008（进口）,HAS_UNIT,发动机
比亚迪L3,HAS_UNIT,电池
天语SX4,HAS_UNIT,冷却系统
瑞风S3,HAS_UNIT,分离器
世嘉,HAS_UNIT,电池
荣威350,HAS_UNIT,冷却系统
中华H530,HAS_UNIT,发动机
旗云2,HAS_UNIT,变速箱
陆风X5,HAS_UNIT,助力泵
传祺GA3,HAS_UNIT,轴承
五菱荣光,HAS_UNIT,燃油泵
开瑞K50,HAS_UNIT,电机
金杯750,HAS_UNIT,发动机
英致737,HAS_UNIT,发动机
Yeti,HAS_UNIT,空调
凯迪拉克CTS,HAS_UNIT,发动机
风骏5,HAS_UNIT,电机
奥迪SQ5,HAS_UNIT,发动机
致悦,HAS_UNIT,空调
马自达3星骋,HAS_UNIT,发动机
幻速S3,HAS_UNIT,冷却系统
五菱之光,HAS_UNIT,冷却系统
幻速S2,HAS_UNIT,变速箱
嘉年华,HAS_UNIT,轴承
奥迪A1,HAS_UNIT,变速箱
奔驰R级,HAS_UNIT,发动机
皇冠,HAS_UNIT,空调
传祺GA6,HAS_UNIT,空调
林肯MKT,HAS_UNIT,变速箱
五十铃mu-X,HAS_UNIT,发动机
绅宝X25,HAS_UNIT,空调
传祺GS5 Super,HAS_UNIT,水泵
熊猫,HAS_UNIT,轴承
新圣达菲,HAS_UNIT,变速箱
森雅S80,HAS_UNIT,变速箱
索纳塔八,HAS_UNIT,传感器
长城C30,HAS_UNIT,冷却系统
起亚K4,HAS_UNIT,助力泵
DS5,HAS_UNIT,变速箱
绅宝X35,HAS_UNIT,空调
宝马X6,HAS_UNIT,发动机
纳5,HAS_UNIT,传感器
维特拉,HAS_UNIT,空调
绅宝CC,HAS_UNIT,变速箱
万用表,DETECTS,压力
荣威e950,HAS_UNIT,变速箱
沃尔沃S80L,HAS_UNIT,发动机
启辰D50,HAS_UNIT,空调
奔驰R级,HAS_UNIT,电机
幻速S2,HAS_UNIT,电机
长安CS15,HAS_UNIT,空调
傲虎,HAS_UNIT,传感器
海马V70,HAS_UNIT,发动机
陆风X7,HAS_UNIT,空调
奔腾B30,HAS_UNIT,空调
高尔夫,HAS_UNIT,差速器
优6 SUV,HAS_UNIT,传感器
宝马5系（进口）,HAS_UNIT,发动机
长安CX30,HAS_UNIT,电池
长安CX30,HAS_UNIT,动力电池
艾瑞泽3,HAS_UNIT,空调
长安CX30,HAS_UNIT,空调
长城C30,HAS_UNIT,空调
林肯MKC,HAS_UNIT,变速箱
沃尔沃S60,HAS_UNIT,变速箱
雷克萨斯IS,HAS_UNIT,空调
东南DX7,HAS_UNIT,分离器
绅宝D20,HAS_UNIT,变速箱
贵士,HAS_UNIT,发动机
东方之子,HAS_UNIT,发动机
东方之子,HAS_UNIT,空调
陆风X6,HAS_UNIT,发动机
陆风X6,HAS_UNIT,转向机
MINI COUNTRYMAN,HAS_UNIT,电机
凌傲,HAS_UNIT,电池
创酷,HAS_UNIT,轴承
途胜,HAS_UNIT,差速器
艾瑞泽7,HAS_UNIT,传感器
翼神,HAS_UNIT,电池
转换器,COMPOSED_OF,控制器
瑞风S2,HAS_UNIT,空调
锋范经典,HAS_UNIT,空调
万用表,DETECTS,频率
奥迪Q5（进口）,HAS_UNIT,发动机
夏利N5,HAS_UNIT,变速箱
马自达CX-5,HAS_UNIT,助力泵
长城M4,HAS_UNIT,发动机
创酷,HAS_UNIT,水泵
幻速H3,HAS_UNIT,空调
悦动,HAS_UNIT,控制器
长城M1,HAS_UNIT,发动机
致胜,HAS_UNIT,发动机
绅宝D20,HAS_UNIT,发动机
科帕奇,HAS_UNIT,空调
菲翔,HAS_UNIT,空调
CC,HAS_UNIT,分离器
骐铃T5,HAS_UNIT,发动机
启辰T70X,HAS_UNIT,变速箱
绅宝X65,HAS_UNIT,变速箱
昂科拉,HAS_UNIT,差速器
差速器,UNIT_FAILURE,熄火
威旺M20,HAS_UNIT,空调
金刚,HAS_UNIT,电池
众泰Z500,HAS_UNIT,发动机
传祺GS5 Super,HAS_UNIT,变速箱
速锐,HAS_UNIT,冷却系统
普拉多,HAS_UNIT,分离器
戈蓝,HAS_UNIT,变速箱
奔腾B30,HAS_UNIT,差速器
福瑞卡,HAS_UNIT,发动机
长城M4,HAS_UNIT,传感器
胜达,HAS_UNIT,电池
长安之星3,HAS_UNIT,发动机
奔腾X80,HAS_UNIT,电机
奇瑞QQ3,HAS_UNIT,发动机
奇瑞QQ3,HAS_UNIT,传感器
绅宝CC,HAS_UNIT,发动机
艾瑞泽3,HAS_UNIT,发动机
风神AX3,HAS_UNIT,空调
旗云,HAS_UNIT,传感器
赛欧,HAS_UNIT,水泵
索纳塔,HAS_UNIT,轴承
欧蓝德（进口）,HAS_UNIT,发动机
致悦,HAS_UNIT,传感器
五菱之光,HAS_UNIT,差速器
起亚K3S,HAS_UNIT,变速箱
长城M4,HAS_UNIT,空调
众泰T200,HAS_UNIT,发动机
中华骏捷FRV,HAS_UNIT,发动机
中华骏捷FRV,HAS_UNIT,传感器
和悦,HAS_UNIT,变速箱
海星A9,HAS_UNIT,传感器
沃尔沃XC60（进口）,HAS_UNIT,发动机
北汽007,HAS_UNIT,变速箱
北汽007,HAS_UNIT,发动机
标致4008（进口）,HAS_UNIT,变速箱
蒙迪欧致胜,HAS_UNIT,电池
吉利GX7,HAS_UNIT,轴承
中华V5,HAS_UNIT,电池
吉利EC8,HAS_UNIT,变速箱
吉利EC8,HAS_UNIT,空调
旗云2,HAS_UNIT,发动机
英朗,HAS_UNIT,控制器
福瑞迪,HAS_UNIT,轴承
比亚迪S7,HAS_UNIT,传感器
昂科拉,HAS_UNIT,助力泵
理念S1,HAS_UNIT,变速箱
奔驰M级,HAS_UNIT,变速箱
标致308,HAS_UNIT,分离器
分离器,COMPOSED_OF,轴承
幻速H2,HAS_UNIT,助力泵
旗云,HAS_UNIT,变速箱
奥拓,HAS_UNIT,电机
金刚,HAS_UNIT,分离器
自由光（进口）,HAS_UNIT,变速箱
自由光（进口）,HAS_UNIT,发动机
比亚迪F6,HAS_UNIT,空调
比亚迪G5,HAS_UNIT,转向机
黑金刚,HAS_UNIT,发动机
风云2,HAS_UNIT,传感器
威志,HAS_UNIT,轴承
宝骏560,HAS_UNIT,控制器
凯迪拉克CTS（进口）,HAS_UNIT,发动机
帕萨特,HAS_UNIT,助力泵
中华骏捷FSV,HAS_UNIT,变速箱
中华骏捷FSV,HAS_UNIT,发动机
法拉利 F430,HAS_UNIT,变速箱
阿特兹,HAS_UNIT,控制器
锋范经典,HAS_UNIT,变速箱
锋范经典,HAS_UNIT,发动机
晶锐,HAS_UNIT,电池
本田CR-V,HAS_UNIT,助力泵
名驭,HAS_UNIT,轴承
昌河M50,HAS_UNIT,变速箱
速锐,HAS_UNIT,水泵
长城M4,HAS_UNIT,分离器
长城M4,HAS_UNIT,轴承
风光360,HAS_UNIT,电机
风光360,HAS_UNIT,水泵
花冠,HAS_UNIT,轴承
奇瑞E5,HAS_UNIT,变速箱
长安CX20,HAS_UNIT,电池
名爵5,HAS_UNIT,轴承
桑塔纳经典,HAS_UNIT,变速箱
远景,HAS_UNIT,控制器
艾瑞泽7,HAS_UNIT,空调
金鹰,HAS_UNIT,变速箱
荣威W5,HAS_UNIT,发动机
长城C50,HAS_UNIT,转向机
帅客,HAS_UNIT,变速箱
奔驰GLK,HAS_UNIT,差速器
英菲尼迪FX,HAS_UNIT,变速箱
奔驰C级（进口）,HAS_UNIT,变速箱
景逸X3,HAS_UNIT,轴承
揽胜极光（进口）,HAS_UNIT,变速箱
Panamera,HAS_UNIT,传感器
朗境,HAS_UNIT,传感器
豪情,HAS_UNIT,变速箱
豪情,HAS_UNIT,发动机
雅尊,HAS_UNIT,发动机
五菱荣光V,HAS_UNIT,差速器
奇瑞E3,HAS_UNIT,变速箱
奇瑞E3,HAS_UNIT,发动机
迈锐宝,HAS_UNIT,控制器
骏派D60,HAS_UNIT,空调
V6菱仕,HAS_UNIT,变速箱
福美来M5,HAS_UNIT,变速箱
和悦A30,HAS_UNIT,变速箱
马自达2,HAS_UNIT,发动机
瑞虎5,HAS_UNIT,转向机
思铭,HAS_UNIT,变速箱
林肯MKC,HAS_UNIT,发动机
嘉年华,HAS_UNIT,转向机
力帆X50,HAS_UNIT,发动机
晶锐,HAS_UNIT,空调
瑞铃,HAS_UNIT,发动机
雨燕,HAS_UNIT,轴承
锋驭,HAS_UNIT,空调
瑞奕,HAS_UNIT,发动机
荣威950,HAS_UNIT,空调
乐途,HAS_UNIT,电池
乐途,HAS_UNIT,发动机
雷凌,HAS_UNIT,发动机罩
锐界（进口）,HAS_UNIT,变速箱
菲翔,HAS_UNIT,轴承
幻速S2,HAS_UNIT,轴承
奔奔MINI,HAS_UNIT,转向机
晶锐,HAS_UNIT,变速箱
揽胜极光（进口）,HAS_UNIT,差速器
雷凌,HAS_UNIT,变压器
比亚迪L3,HAS_UNIT,助力泵
艾瑞泽3,HAS_UNIT,变速箱
